id,created_at,updated_at,date,viewability_rate,keyword_id,purchases_clicks,video5_second_views,match_type,units_sold,royalty_qualified_borrows,qualified_borrows_from_clicks,ad_group_id,sales,keyword_bid,add_to_list,kindle_edition_normalized_pages_royalties14d,search_term,add_to_list_from_clicks,cost_type,campaign_budget_type,campaign_status,video_unmutes,keyword_type,view_click_through_rate,video_third_quartile_views,campaign_budget_amount,royalty_qualified_borrows_from_clicks,cost,purchases,ad_group_name,campaign_id,impressions,kindle_edition_normalized_pages_read14d,qualified_borrows,viewable_impressions,keyword_text,campaign_budget_currency_code,video_complete_views,clicks,video_midpoint_views,video5_second_view_rate,campaign_name,video_first_quartile_views,sales_clicks,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
8627,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-15,31.58,173259629358227,1,0,EXACT,1,0,0,312377790335108,29.99,4.0,0,0,creatine gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,4.17,0,200.0,0,4.5,1,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,76,0,0,24,creatine gummies,USD,0,1,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,29.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8628,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,13.67,173259629358227,4,0,EXACT,5,0,0,312377790335108,149.95,4.0,1,0,creatine gummies,1,CPC,DAILY_BUDGET,ENABLED,0,EXACT,6.25,0,200.0,0,65.03,4,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,1405,0,0,192,creatine gummies,USD,0,12,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,149.95,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8629,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,8.51,173259629358227,2,0,EXACT,2,0,0,312377790335108,59.98,4.0,0,0,creatine gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,2.69,0,200.0,0,48.63,2,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,3937,0,0,335,creatine gummies,USD,0,9,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,59.98,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8633,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,22.22,240637656687643,0,0,EXACT,0,0,0,312377790335108,0.0,4.0,0,0,creatine gummies for men,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,5.0,0,200.0,0,5.5,0,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,90,0,0,20,creatine gummies for men,USD,0,1,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8634,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,18.1,240637656687643,2,0,EXACT,2,0,0,312377790335108,59.98,4.0,0,0,creatine gummies for men,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,7.5,0,200.0,0,17.4,2,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,221,0,0,40,creatine gummies for men,USD,0,3,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,59.98,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8636,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,9.19,88855884644078,2,0,EXACT,2,0,0,312377790335108,50.14,4.0,0,0,creatine gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,7.53,0,200.0,0,33.47,2,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,1012,0,0,93,creatine gummies for women,USD,0,7,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,50.14,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8637,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,6.47,88855884644078,0,0,EXACT,0,0,0,312377790335108,0.0,4.0,0,0,creatine gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,0.7,0,200.0,0,5.8,0,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,2211,0,0,143,creatine gummies for women,USD,0,1,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8640,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,53.85,173259629358227,0,0,EXACT,0,0,0,312377790335108,0.0,4.0,0,0,creatine gummy,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,14.29,0,200.0,0,5.64,0,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,13,0,0,7,creatine gummies,USD,0,1,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8643,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,35.47,266803359071366,1,0,EXACT,1,0,0,312377790335108,29.99,4.0,0,0,creatine monohydrate gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,4.17,0,200.0,0,18.84,1,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,203,0,0,72,creatine monohydrate gummies,USD,0,3,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,29.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8644,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,33.24,266803359071366,2,0,EXACT,2,0,0,312377790335108,59.98,4.0,0,0,creatine monohydrate gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,5.26,0,200.0,0,34.57,2,Inner-SB-Collection-Creatine Gummies-CPC,8630109811607,343,0,0,114,creatine monohydrate gummies,USD,0,6,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,0,59.98,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
